user_id,user_location,traveler_type,review_title,review_date,review_score,review
WernerWWL,"Brussels, Belgium",Couples,"Terrible, completely overpriced tourist trap","September 9, 2013",1,"Prices got higher and higher for this highly unrecommanded tourist trap. 27$: let's be reasonable.
Very unpolite staff who tries to push you in the elevators as fast as they can to get another hurd of thourist animazls to the bouchers house!
The view is...More"
VictoriaLacy,"Manchester, United Kingdom",Couples,Not worth it and lied to.,"August 24, 2013",1,We saved this for our last night in NY and it ruined it. We attended at 9.30pm on Saturday. We asked a member of staff how long the wait was likely to be and they answered by saying get in line its not long. I...More
mitzi l,"Birmingham, AL",Couples,Not worth it!,"December 21, 2012",1,"Rip off! I know lots of people love it, but to me, it was a waste of money. It wasn't my idea to go but my friends suggested it so I tagged along, thinking it was free. We weren't there 10 minutes and I just...More"
shopperlkg,ohio,Couples,shopperlkg,"June 8, 2012",1,"you cant see very well....i have been to top of empire state building, and liked the view much better"
Bennie B,"Frisco, Texas",Solo,Christmas in NYC,"December 26, 2017",1,We waited until after dark to go up. The Christmas lights added a more spectacular site but I sm sure this is spectacular anytime you go.
olicullimore1,,Solo,REFUSED REFUND DUE TO WHITEOUT,"April 7, 2017",1,"On arrival I was told that it was whiteout at the top and that there is no chance of a refund, I tried to reason with the lady but to no avail. She re-scheduled my ticket to a year in the future which is of...More"
Stephen H,,Solo,Overrated money grab,"June 12, 2016",1,"I have been to many observation towers in the world. To be honest, this is by far the worst in terms of service.
Security staff treat customers like cattle, don't seem interested in doing their jobs. I noticed people were constantly being yelled at on...More"
Phillip E,"Birmingham, Alabama",Solo,Disorganized and not worth the money,"July 23, 2015",1,The view is nice but it's obstructed by glass. Staff is Extremely disorganized at getting people in and out in an orderly manner. Total 180 compared to the efficiency at the Empire State Building.
Pigdog42,"Berkshire, United Kingdom",Solo,Walked out,"November 15, 2014",1,"The only negative experience I had in New York, I walked out of the 'Rock' before even seeing the view.
Entry is via timed ticket, mine was for 10pm. That meant between 10 and 10:15 I could join the queue for the lift. That took...More"
Dtrdtrdtr,"Bristol, United Kingdom",Solo,"Full of restrictions, no communication.","August 1, 2013",1,"Apart from loads of salesmen on the street this place was nothing more than lucrative and overpriced vantage point I never got to visit during my stay in NYC. The restrictions are frankly impossible to contend with, and the management does not respond to email...More"
TinyTuff,Oklahoma,Business,Top of the Rock Flop,"February 11, 2016",1,"Was extremely disappointed in the process in which to view the observation deck was handled... and I'm not talking about going through security I am a believer in security. First of all getting the ticket there was a long line, then you couldn't show up...More"
Silvia H,"Woodland, California, United States",Business,Too expensive,"March 25, 2014",1,"Why does attractions charge so much? There is no overhead. Really, why don't you just charge a reasonable amount so more people participate?"
Rosemary-NY,"New York City, New York",Business,Wildly over-priced skyline,"July 29, 2013",1,"I may be a jaded New Yorker, but the ticket price to look at the skyline is just ridiculous. And once you are up there, there really is nothing to do but look, so you are soon on your way down again...and the elevator unloads...More"
Tim S,"Southlake, Texas",Business,CHECK THE WEATHER first,"December 19, 2011",1,they will sell you a ticket then tell you moments later (when redeeming the tickets) that the weather up top stinks and you cant see anything
Jesseanne88,"Adelaide, Australia",Friends,ALWAYS BOOKED OUT!!,"October 6, 2017",1,"we really wanted to do this, it was top 5 of things we wanted to do but never got to. it was always booked out. IF YOU WANT TO DO IT BOOK ONLINE!!"
Hunter Y,"Sydney, Australia",Friends,Don't book your tickets online,"May 29, 2017",1,"I booked the tickets online by following the suggestions from guidebooks and travel forum.
When the designated time is up five of us went to the Center. The friendly staff tell us there's nothing to see at the top. They offered to reschedule the visit...More"
Limoncelloh,"New York City, New York",Friends,Difficult,"April 29, 2017",1,"We went for the view and in that we were not disappointed. Beautiful views of the city.
What went wrong was the staff. My group consisted only of native English speakers and we had a hard time. The instructions and directions and time estimates we...More"
emtprose,"Shabbona, Illinois",Friends,top of the Rock,"April 17, 2017",1,We really wanted to experience the view but the lines were outrageous so needless to say we did not get to experience this
Lisa M,"Southampton, United Kingdom",Friends,Previous visits were great but greeted by chaos this time,"October 24, 2016",1,Will preface this review by saying this might have been my fault for not pre-booking tickets however the weather on our trip had been volatile and we wanted to go on a day we knew we would get a nice view. We ended up not...More
JustineM91,"Calgary, Canada",Friends,Too many people and online ordering doesn't work,"June 19, 2016",1,I thought the point of ordering tickets for a specific time was that they limited the number of people to go up. There were so many people you couldn't even get a view of anything and you were being pushed around so after waiting for...More
Elaine100156,"Taunton, United Kingdom",Friends,Very rude staff,"June 4, 2016",1,If you want to visit book a time well in advance. Staff very very rude and we decided not to go back and visit.
GreekGeek16,"London, United Kingdom",Friends,Good view but not worth the hassle,"April 8, 2016",1,On the basis it is supposedly quieter to visit later in the evening we deliberately obtained a ticket for 10.30pm. What a shambles compared to the Empire State Building; the staff were no way as efficient or helpful and there was a lot of waiting...More
Ruqy,,Friends,Top of the rock view,"February 18, 2016",1,Beautiful views but not worth the price to get up .. was dissappointed should be cheaper ... only a walk round the rooftop and viewing done
SGovender108,Durban,Friends,Bad service,"November 21, 2015",1,We had a New York Pass and went to get our tickets during the allocated times and waited in the long queues only to be told when we got to the counter that the tickets for the day are sold. What a disappointment. First to...More
Bubbaswich,Ipswich,Friends,Best Views,"November 6, 2015",1,"I visited both during the day and night time and was very impressed and got some excellent photos.
I feel this is a must see in your New York visit."
Teresa H,,Friends,None,"November 1, 2015",1,"Out dated. Over priced. Totally disappointed. Went with a group of friends from work and could not believe how unkept, dirty, rude and overpriced it was. A true disappointment. Great views but only go there for that."
